f, a0, b0, c0, d0
180.00,-4.935959e+00,4.054108e-02,-1.125180e-03,-1.259338e-03
180.50,-4.932310e+00,4.052477e-02,-1.124745e-03,-1.234538e-03
181.00,-4.928614e+00,4.050825e-02,-1.124302e-03,-1.209961e-03
181.50,-4.924873e+00,4.049152e-02,-1.123853e-03,-1.185603e-03
182.00,-4.921090e+00,4.047460e-02,-1.123396e-03,-1.161464e-03
182.50,-4.917265e+00,4.045750e-02,-1.122933e-03,-1.137541e-03
183.00,-4.913401e+00,4.044022e-02,-1.122464e-03,-1.113835e-03
183.50,-4.909499e+00,4.042277e-02,-1.121988e-03,-1.090343e-03
184.00,-4.905561e+00,4.040515e-02,-1.121507e-03,-1.067063e-03
184.50,-4.901588e+00,4.038738e-02,-1.121019e-03,-1.043995e-03
185.00,-4.897583e+00,4.036947e-02,-1.120527e-03,-1.021137e-03
185.50,-4.893547e+00,4.035141e-02,-1.120029e-03,-9.984861e-04
186.00,-4.889481e+00,4.033322e-02,-1.119525e-03,-9.760422e-04
186.50,-4.885387e+00,4.031490e-02,-1.119017e-03,-9.538033e-04
187.00,-4.881266e+00,4.029645e-02,-1.118505e-03,-9.317678e-04
187.50,-4.877120e+00,4.027790e-02,-1.117988e-03,-9.099342e-04
188.00,-4.872950e+00,4.025923e-02,-1.117466e-03,-8.883008e-04
188.50,-4.868757e+00,4.024045e-02,-1.116941e-03,-8.668660e-04
189.00,-4.864542e+00,4.022158e-02,-1.116411e-03,-8.456282e-04
189.50,-4.860308e+00,4.020262e-02,-1.115878e-03,-8.245858e-04
190.00,-4.856054e+00,4.018357e-02,-1.115342e-03,-8.037372e-04
190.50,-4.851783e+00,4.016444e-02,-1.114801e-03,-7.830808e-04
191.00,-4.847495e+00,4.014523e-02,-1.114258e-03,-7.626149e-04
191.50,-4.843192e+00,4.012594e-02,-1.113711e-03,-7.423380e-04
192.00,-4.838874e+00,4.010659e-02,-1.113162e-03,-7.222483e-04
192.50,-4.834543e+00,4.008718e-02,-1.112609e-03,-7.023443e-04
193.00,-4.830199e+00,4.006771e-02,-1.112054e-03,-6.826243e-04
193.50,-4.825844e+00,4.004818e-02,-1.111497e-03,-6.630868e-04
194.00,-4.821478e+00,4.002860e-02,-1.110937e-03,-6.437300e-04
194.50,-4.817103e+00,4.000898e-02,-1.110375e-03,-6.245525e-04
195.00,-4.812720e+00,3.998932e-02,-1.109811e-03,-6.055525e-04
195.50,-4.808328e+00,3.996962e-02,-1.109244e-03,-5.867285e-04
196.00,-4.803930e+00,3.994988e-02,-1.108676e-03,-5.680789e-04
196.50,-4.799526e+00,3.993012e-02,-1.108106e-03,-5.496021e-04
197.00,-4.795116e+00,3.991033e-02,-1.107535e-03,-5.312964e-04
197.50,-4.790702e+00,3.989051e-02,-1.106962e-03,-5.131603e-04
198.00,-4.786284e+00,3.987068e-02,-1.106387e-03,-4.951923e-04
198.50,-4.781864e+00,3.985082e-02,-1.105812e-03,-4.773906e-04
199.00,-4.777441e+00,3.983096e-02,-1.105235e-03,-4.597539e-04
199.50,-4.773016e+00,3.981108e-02,-1.104657e-03,-4.422805e-04
200.00,-4.768591e+00,3.979120e-02,-1.104078e-03,-4.249689e-04
200.50,-4.764165e+00,3.977131e-02,-1.103498e-03,-4.078175e-04
201.00,-4.759725e+00,3.975139e-02,-1.102915e-03,-3.909501e-04
201.50,-4.755315e+00,3.973154e-02,-1.102336e-03,-3.739893e-04
202.00,-4.750892e+00,3.971165e-02,-1.101754e-03,-3.573095e-04
202.50,-4.746471e+00,3.969177e-02,-1.101171e-03,-3.407839e-04
203.00,-4.742053e+00,3.967191e-02,-1.100588e-03,-3.244109e-04
203.50,-4.737638e+00,3.965205e-02,-1.100005e-03,-3.081892e-04
204.00,-4.733226e+00,3.963220e-02,-1.099421e-03,-2.921171e-04
204.50,-4.728819e+00,3.961237e-02,-1.098837e-03,-2.761934e-04
205.00,-4.724417e+00,3.959256e-02,-1.098253e-03,-2.604164e-04
205.50,-4.720020e+00,3.957277e-02,-1.097669e-03,-2.447849e-04
206.00,-4.715628e+00,3.955301e-02,-1.097085e-03,-2.292972e-04
206.50,-4.711242e+00,3.953326e-02,-1.096501e-03,-2.139521e-04
207.00,-4.706863e+00,3.951354e-02,-1.095917e-03,-1.987481e-04
207.50,-4.702491e+00,3.949385e-02,-1.095334e-03,-1.836839e-04
208.00,-4.698126e+00,3.947419e-02,-1.094750e-03,-1.687579e-04
208.50,-4.693769e+00,3.945456e-02,-1.094167e-03,-1.539690e-04
209.00,-4.689420e+00,3.943497e-02,-1.093585e-03,-1.393156e-04
209.50,-4.685079e+00,3.941540e-02,-1.093002e-03,-1.247965e-04
210.00,-4.680747e+00,3.939588e-02,-1.092421e-03,-1.104103e-04
210.50,-4.676423e+00,3.937639e-02,-1.091840e-03,-9.615576e-05
211.00,-4.672110e+00,3.935694e-02,-1.091259e-03,-8.203144e-05
211.50,-4.667806e+00,3.933753e-02,-1.090679e-03,-6.803610e-05
212.00,-4.663512e+00,3.931817e-02,-1.090100e-03,-5.416843e-05
212.50,-4.659228e+00,3.929885e-02,-1.089522e-03,-4.042718e-05
213.00,-4.654954e+00,3.927957e-02,-1.088945e-03,-2.681105e-05
213.50,-4.650692e+00,3.926034e-02,-1.088368e-03,-1.331881e-05
214.00,-4.646441e+00,3.924115e-02,-1.087792e-03,5.079818e-08
214.50,-4.642200e+00,3.922202e-02,-1.087218e-03,1.329900e-05
215.00,-4.637972e+00,3.920293e-02,-1.086644e-03,2.642701e-05
215.50,-4.633755e+00,3.918389e-02,-1.086071e-03,3.943605e-05
216.00,-4.629550e+00,3.916490e-02,-1.085499e-03,5.232730e-05
216.50,-4.625358e+00,3.914597e-02,-1.084929e-03,6.510196e-05
217.00,-4.621177e+00,3.912709e-02,-1.084359e-03,7.776118e-05
217.50,-4.617010e+00,3.910826e-02,-1.083791e-03,9.030614e-05
218.00,-4.612855e+00,3.908949e-02,-1.083224e-03,1.027380e-04
218.50,-4.608713e+00,3.907077e-02,-1.082658e-03,1.150578e-04
219.00,-4.604584e+00,3.905211e-02,-1.082094e-03,1.272668e-04
219.50,-4.600468e+00,3.903351e-02,-1.081530e-03,1.393661e-04
220.00,-4.596366e+00,3.901497e-02,-1.080968e-03,1.513567e-04
220.50,-4.592278e+00,3.899648e-02,-1.080408e-03,1.632398e-04
221.00,-4.588203e+00,3.897806e-02,-1.079849e-03,1.750164e-04
221.50,-4.584142e+00,3.895969e-02,-1.079291e-03,1.866876e-04
222.00,-4.580095e+00,3.894139e-02,-1.078735e-03,1.982544e-04
222.50,-4.576062e+00,3.892314e-02,-1.078180e-03,2.097179e-04
223.00,-4.572043e+00,3.890496e-02,-1.077626e-03,2.210792e-04
223.50,-4.568039e+00,3.888684e-02,-1.077074e-03,2.323392e-04
224.00,-4.564049e+00,3.886878e-02,-1.076524e-03,2.434990e-04
224.50,-4.560060e+00,3.885076e-02,-1.075973e-03,2.544411e-04
225.00,-4.556112e+00,3.883286e-02,-1.075428e-03,2.655218e-04
225.50,-4.552166e+00,3.881499e-02,-1.074882e-03,2.763868e-04
226.00,-4.548222e+00,3.879716e-02,-1.074336e-03,2.870375e-04
226.50,-4.544319e+00,3.877945e-02,-1.073796e-03,2.978289e-04
227.00,-4.540417e+00,3.876178e-02,-1.073255e-03,3.084078e-04
227.50,-4.536530e+00,3.874417e-02,-1.072716e-03,3.188933e-04
228.00,-4.532659e+00,3.872663e-02,-1.072179e-03,3.292862e-04
228.50,-4.528803e+00,3.870916e-02,-1.071643e-03,3.395875e-04
229.00,-4.524962e+00,3.869175e-02,-1.071109e-03,3.497981e-04
229.50,-4.521136e+00,3.867441e-02,-1.070577e-03,3.599189e-04
230.00,-4.517325e+00,3.865714e-02,-1.070046e-03,3.699506e-04
230.50,-4.513530e+00,3.863993e-02,-1.069517e-03,3.798944e-04
231.00,-4.509750e+00,3.862280e-02,-1.068990e-03,3.897509e-04
231.50,-4.505985e+00,3.860572e-02,-1.068465e-03,3.995210e-04
232.00,-4.502236e+00,3.858872e-02,-1.067942e-03,4.092056e-04
232.50,-4.498503e+00,3.857179e-02,-1.067420e-03,4.188055e-04
233.00,-4.494784e+00,3.855492e-02,-1.066900e-03,4.283216e-04
233.50,-4.491082e+00,3.853812e-02,-1.066382e-03,4.377546e-04
234.00,-4.487395e+00,3.852139e-02,-1.065866e-03,4.471054e-04
234.50,-4.483723e+00,3.850473e-02,-1.065351e-03,4.563747e-04
235.00,-4.480067e+00,3.848814e-02,-1.064838e-03,4.655633e-04
235.50,-4.476427e+00,3.847161e-02,-1.064328e-03,4.746721e-04
236.00,-4.472802e+00,3.845515e-02,-1.063819e-03,4.837017e-04
236.50,-4.469193e+00,3.843877e-02,-1.063312e-03,4.926529e-04
237.00,-4.465599e+00,3.842245e-02,-1.062806e-03,5.015266e-04
237.50,-4.462021e+00,3.840620e-02,-1.062303e-03,5.103233e-04
238.00,-4.458459e+00,3.839002e-02,-1.061802e-03,5.190439e-04
238.50,-4.454912e+00,3.837391e-02,-1.061302e-03,5.276890e-04
239.00,-4.451380e+00,3.835787e-02,-1.060804e-03,5.362595e-04
239.50,-4.447865e+00,3.834189e-02,-1.060308e-03,5.447559e-04
240.00,-4.444364e+00,3.832599e-02,-1.059814e-03,5.531790e-04
240.50,-4.440880e+00,3.831015e-02,-1.059322e-03,5.615295e-04
241.00,-4.437410e+00,3.829438e-02,-1.058832e-03,5.698080e-04
241.50,-4.433957e+00,3.827868e-02,-1.058344e-03,5.780152e-04
242.00,-4.430519e+00,3.826305e-02,-1.057857e-03,5.861518e-04
242.50,-4.427096e+00,3.824749e-02,-1.057373e-03,5.942184e-04
243.00,-4.423689e+00,3.823200e-02,-1.056890e-03,6.022157e-04
243.50,-4.420297e+00,3.821657e-02,-1.056409e-03,6.101442e-04
244.00,-4.416920e+00,3.820122e-02,-1.055931e-03,6.180048e-04
244.50,-4.413559e+00,3.818593e-02,-1.055454e-03,6.257978e-04
245.00,-4.410213e+00,3.817071e-02,-1.054979e-03,6.335241e-04
245.50,-4.406883e+00,3.815556e-02,-1.054505e-03,6.411841e-04
246.00,-4.403568e+00,3.814047e-02,-1.054034e-03,6.487785e-04
246.50,-4.400268e+00,3.812546e-02,-1.053565e-03,6.563078e-04
247.00,-4.396983e+00,3.811051e-02,-1.053098e-03,6.637727e-04
247.50,-4.393713e+00,3.809563e-02,-1.052632e-03,6.711737e-04
248.00,-4.390459e+00,3.808081e-02,-1.052168e-03,6.785113e-04
248.50,-4.387219e+00,3.806606e-02,-1.051707e-03,6.857862e-04
249.00,-4.383995e+00,3.805138e-02,-1.051247e-03,6.929989e-04
249.50,-4.380786e+00,3.803677e-02,-1.050789e-03,7.001500e-04
250.00,-4.377591e+00,3.802222e-02,-1.050333e-03,7.072399e-04
250.50,-4.374412e+00,3.800775e-02,-1.049879e-03,7.142692e-04
251.00,-4.371247e+00,3.799333e-02,-1.049427e-03,7.212384e-04
251.50,-4.368098e+00,3.797898e-02,-1.048976e-03,7.281481e-04
252.00,-4.364963e+00,3.796470e-02,-1.048528e-03,7.349987e-04
252.50,-4.361843e+00,3.795049e-02,-1.048081e-03,7.417907e-04
253.00,-4.358737e+00,3.793634e-02,-1.047636e-03,7.485247e-04
253.50,-4.355646e+00,3.792225e-02,-1.047194e-03,7.552012e-04
254.00,-4.352570e+00,3.790823e-02,-1.046753e-03,7.618205e-04
254.50,-4.349508e+00,3.789428e-02,-1.046314e-03,7.683833e-04
255.00,-4.346461e+00,3.788039e-02,-1.045876e-03,7.748899e-04
255.50,-4.343429e+00,3.786657e-02,-1.045441e-03,7.813408e-04
256.00,-4.340410e+00,3.785281e-02,-1.045007e-03,7.877365e-04
256.50,-4.337406e+00,3.783911e-02,-1.044576e-03,7.940774e-04
257.00,-4.334417e+00,3.782548e-02,-1.044146e-03,8.003639e-04
257.50,-4.331441e+00,3.781191e-02,-1.043718e-03,8.065966e-04
258.00,-4.328480e+00,3.779840e-02,-1.043292e-03,8.127758e-04
258.50,-4.325533e+00,3.778496e-02,-1.042868e-03,8.189019e-04
259.00,-4.322600e+00,3.777158e-02,-1.042445e-03,8.249754e-04
259.50,-4.319681e+00,3.775827e-02,-1.042025e-03,8.309967e-04
260.00,-4.316776e+00,3.774501e-02,-1.041606e-03,8.369661e-04
260.50,-4.313885e+00,3.773182e-02,-1.041189e-03,8.428842e-04
261.00,-4.311008e+00,3.771870e-02,-1.040774e-03,8.487511e-04
261.50,-4.308144e+00,3.770563e-02,-1.040360e-03,8.545675e-04
262.00,-4.305295e+00,3.769262e-02,-1.039949e-03,8.603335e-04
262.50,-4.302459e+00,3.767968e-02,-1.039539e-03,8.660497e-04
263.00,-4.299636e+00,3.766680e-02,-1.039131e-03,8.717163e-04
263.50,-4.296828e+00,3.765398e-02,-1.038725e-03,8.773338e-04
264.00,-4.294032e+00,3.764122e-02,-1.038320e-03,8.829024e-04
264.50,-4.291251e+00,3.762852e-02,-1.037918e-03,8.884226e-04
265.00,-4.288482e+00,3.761588e-02,-1.037517e-03,8.938946e-04
265.50,-4.285727e+00,3.760330e-02,-1.037118e-03,8.993189e-04
266.00,-4.282986e+00,3.759078e-02,-1.036720e-03,9.046956e-04
266.50,-4.280257e+00,3.757831e-02,-1.036325e-03,9.100253e-04
267.00,-4.277542e+00,3.756591e-02,-1.035931e-03,9.153081e-04
267.50,-4.274839e+00,3.755357e-02,-1.035539e-03,9.205445e-04
268.00,-4.272150e+00,3.754129e-02,-1.035149e-03,9.257346e-04
268.50,-4.269474e+00,3.752906e-02,-1.034760e-03,9.308789e-04
269.00,-4.266811e+00,3.751689e-02,-1.034373e-03,9.359776e-04
269.50,-4.264161e+00,3.750479e-02,-1.033988e-03,9.410309e-04
270.00,-4.261523e+00,3.749273e-02,-1.033605e-03,9.460393e-04
270.50,-4.258898e+00,3.748074e-02,-1.033223e-03,9.510029e-04
271.00,-4.256286e+00,3.746880e-02,-1.032843e-03,9.559220e-04
271.50,-4.253687e+00,3.745692e-02,-1.032464e-03,9.607969e-04
272.00,-4.251100e+00,3.744510e-02,-1.032088e-03,9.656279e-04
272.50,-4.248525e+00,3.743333e-02,-1.031713e-03,9.704152e-04
273.00,-4.245952e+00,3.742160e-02,-1.031336e-03,9.750503e-04
273.50,-4.243414e+00,3.740997e-02,-1.030968e-03,9.798597e-04
274.00,-4.240877e+00,3.739837e-02,-1.030598e-03,9.845174e-04
274.50,-4.238352e+00,3.738683e-02,-1.030229e-03,9.891324e-04
275.00,-4.235839e+00,3.737534e-02,-1.029863e-03,9.937049e-04
275.50,-4.233339e+00,3.736391e-02,-1.029498e-03,9.982351e-04
276.00,-4.230850e+00,3.735253e-02,-1.029134e-03,1.002723e-03
276.50,-4.228374e+00,3.734120e-02,-1.028772e-03,1.007170e-03
277.00,-4.225910e+00,3.732993e-02,-1.028412e-03,1.011574e-03
277.50,-4.223457e+00,3.731872e-02,-1.028054e-03,1.015937e-03
278.00,-4.221017e+00,3.730756e-02,-1.027697e-03,1.020259e-03
278.50,-4.218588e+00,3.729645e-02,-1.027342e-03,1.024540e-03
279.00,-4.216171e+00,3.728539e-02,-1.026988e-03,1.028780e-03
279.50,-4.213765e+00,3.727439e-02,-1.026636e-03,1.032979e-03
280.00,-4.211372e+00,3.726344e-02,-1.026285e-03,1.037138e-03
280.50,-4.208990e+00,3.725254e-02,-1.025936e-03,1.041256e-03
281.00,-4.206619e+00,3.724170e-02,-1.025589e-03,1.045335e-03
281.50,-4.204260e+00,3.723090e-02,-1.025243e-03,1.049372e-03
282.00,-4.201912e+00,3.722016e-02,-1.024899e-03,1.053371e-03
282.50,-4.199576e+00,3.720947e-02,-1.024556e-03,1.057329e-03
283.00,-4.197251e+00,3.719883e-02,-1.024215e-03,1.061247e-03
283.50,-4.194937e+00,3.718825e-02,-1.023875e-03,1.065126e-03
284.00,-4.192634e+00,3.717771e-02,-1.023537e-03,1.068966e-03
284.50,-4.190343e+00,3.716722e-02,-1.023201e-03,1.072766e-03
285.00,-4.188062e+00,3.715678e-02,-1.022866e-03,1.076527e-03
285.50,-4.185793e+00,3.714640e-02,-1.022532e-03,1.080248e-03
286.00,-4.183534e+00,3.713606e-02,-1.022200e-03,1.083931e-03
286.50,-4.181286e+00,3.712577e-02,-1.021870e-03,1.087575e-03
287.00,-4.179050e+00,3.711554e-02,-1.021541e-03,1.091180e-03
287.50,-4.176824e+00,3.710535e-02,-1.021213e-03,1.094746e-03
288.00,-4.174608e+00,3.709521e-02,-1.020887e-03,1.098273e-03
288.50,-4.172404e+00,3.708512e-02,-1.020562e-03,1.101761e-03
289.00,-4.170210e+00,3.707507e-02,-1.020239e-03,1.105211e-03
289.50,-4.168026e+00,3.706508e-02,-1.019918e-03,1.108622e-03
290.00,-4.165853e+00,3.705513e-02,-1.019597e-03,1.111995e-03
290.50,-4.163691e+00,3.704523e-02,-1.019279e-03,1.115329e-03
291.00,-4.161539e+00,3.703538e-02,-1.018961e-03,1.118624e-03
291.50,-4.159397e+00,3.702557e-02,-1.018646e-03,1.121881e-03
292.00,-4.157266e+00,3.701582e-02,-1.018331e-03,1.125100e-03
292.50,-4.155144e+00,3.700611e-02,-1.018018e-03,1.128279e-03
293.00,-4.153033e+00,3.699644e-02,-1.017707e-03,1.131420e-03
293.50,-4.150933e+00,3.698682e-02,-1.017396e-03,1.134523e-03
294.00,-4.148842e+00,3.697725e-02,-1.017088e-03,1.137586e-03
294.50,-4.146761e+00,3.696772e-02,-1.016780e-03,1.140611e-03
295.00,-4.144690e+00,3.695824e-02,-1.016474e-03,1.143597e-03
295.50,-4.142630e+00,3.694881e-02,-1.016170e-03,1.146545e-03
296.00,-4.140579e+00,3.693942e-02,-1.015866e-03,1.149453e-03
296.50,-4.138538e+00,3.693007e-02,-1.015565e-03,1.152323e-03
297.00,-4.136506e+00,3.692077e-02,-1.015264e-03,1.155153e-03
297.50,-4.134485e+00,3.691152e-02,-1.014965e-03,1.157944e-03
298.00,-4.132473e+00,3.690231e-02,-1.014667e-03,1.160695e-03
298.50,-4.130471e+00,3.689314e-02,-1.014371e-03,1.163407e-03
299.00,-4.128478e+00,3.688402e-02,-1.014076e-03,1.166080e-03
299.50,-4.126495e+00,3.687494e-02,-1.013782e-03,1.168712e-03
300.00,-4.124521e+00,3.686590e-02,-1.013490e-03,1.171305e-03
300.50,-4.122557e+00,3.685691e-02,-1.013199e-03,1.173857e-03
301.00,-4.120592e+00,3.684794e-02,-1.012906e-03,1.176264e-03
301.50,-4.118657e+00,3.683906e-02,-1.012621e-03,1.178840e-03
302.00,-4.116721e+00,3.683019e-02,-1.012334e-03,1.181271e-03
302.50,-4.114794e+00,3.682137e-02,-1.012048e-03,1.183660e-03
303.00,-4.112877e+00,3.681260e-02,-1.011763e-03,1.186008e-03
303.50,-4.110968e+00,3.680386e-02,-1.011480e-03,1.188315e-03
304.00,-4.109069e+00,3.679517e-02,-1.011198e-03,1.190579e-03
304.50,-4.107178e+00,3.678652e-02,-1.010917e-03,1.192802e-03
305.00,-4.105287e+00,3.677788e-02,-1.010635e-03,1.194877e-03
305.50,-4.103425e+00,3.676934e-02,-1.010360e-03,1.197118e-03
306.00,-4.101562e+00,3.676081e-02,-1.010083e-03,1.199212e-03
306.50,-4.099707e+00,3.675233e-02,-1.009808e-03,1.201262e-03
307.00,-4.097862e+00,3.674388e-02,-1.009533e-03,1.203268e-03
307.50,-4.096025e+00,3.673548e-02,-1.009260e-03,1.205229e-03
308.00,-4.094197e+00,3.672711e-02,-1.008988e-03,1.207145e-03
308.50,-4.092378e+00,3.671879e-02,-1.008718e-03,1.209016e-03
309.00,-4.090567e+00,3.671051e-02,-1.008448e-03,1.210841e-03
309.50,-4.088766e+00,3.670227e-02,-1.008180e-03,1.212620e-03
310.00,-4.086972e+00,3.669407e-02,-1.007913e-03,1.214351e-03
310.50,-4.085188e+00,3.668590e-02,-1.007647e-03,1.216035e-03
311.00,-4.083412e+00,3.667778e-02,-1.007383e-03,1.217671e-03
311.50,-4.081644e+00,3.666970e-02,-1.007120e-03,1.219258e-03
312.00,-4.079885e+00,3.666166e-02,-1.006857e-03,1.220795e-03
312.50,-4.078134e+00,3.665365e-02,-1.006597e-03,1.222282e-03
313.00,-4.076392e+00,3.664569e-02,-1.006337e-03,1.223718e-03
313.50,-4.074658e+00,3.663776e-02,-1.006078e-03,1.225102e-03
314.00,-4.072932e+00,3.662988e-02,-1.005821e-03,1.226434e-03
314.50,-4.071215e+00,3.662203e-02,-1.005564e-03,1.227712e-03
315.00,-4.069506e+00,3.661422e-02,-1.005309e-03,1.228936e-03
315.50,-4.067805e+00,3.660645e-02,-1.005055e-03,1.230105e-03
316.00,-4.066112e+00,3.659872e-02,-1.004803e-03,1.231217e-03
316.50,-4.064428e+00,3.659103e-02,-1.004551e-03,1.232272e-03
317.00,-4.062752e+00,3.658337e-02,-1.004300e-03,1.233268e-03
317.50,-4.061083e+00,3.657576e-02,-1.004051e-03,1.234205e-03
318.00,-4.059423e+00,3.656818e-02,-1.003803e-03,1.235081e-03
318.50,-4.057771e+00,3.656064e-02,-1.003555e-03,1.235895e-03
319.00,-4.056127e+00,3.655314e-02,-1.003309e-03,1.236646e-03
319.50,-4.054491e+00,3.654567e-02,-1.003064e-03,1.237332e-03
320.00,-4.052862e+00,3.653825e-02,-1.002820e-03,1.237952e-03
320.50,-4.051242e+00,3.653086e-02,-1.002578e-03,1.238503e-03
321.00,-4.049630e+00,3.652351e-02,-1.002336e-03,1.238986e-03
321.50,-4.048025e+00,3.651619e-02,-1.002095e-03,1.239397e-03
322.00,-4.046429e+00,3.650892e-02,-1.001856e-03,1.239736e-03
322.50,-4.044840e+00,3.650168e-02,-1.001617e-03,1.240000e-03
323.00,-4.043259e+00,3.649448e-02,-1.001379e-03,1.240187e-03
323.50,-4.041686e+00,3.648732e-02,-1.001143e-03,1.240295e-03
324.00,-4.040121e+00,3.648019e-02,-1.000907e-03,1.240322e-03
324.50,-4.038563e+00,3.647311e-02,-1.000673e-03,1.240266e-03
325.00,-4.037013e+00,3.646606e-02,-1.000439e-03,1.240124e-03
325.50,-4.035471e+00,3.645905e-02,-1.000207e-03,1.239893e-03
326.00,-4.033937e+00,3.645207e-02,-9.999753e-04,1.239572e-03
326.50,-4.032411e+00,3.644514e-02,-9.997447e-04,1.239156e-03
327.00,-4.030892e+00,3.643824e-02,-9.995151e-04,1.238644e-03
327.50,-4.029381e+00,3.643138e-02,-9.992864e-04,1.238031e-03
328.00,-4.027878e+00,3.642456e-02,-9.990585e-04,1.237315e-03
328.50,-4.026383e+00,3.641777e-02,-9.988316e-04,1.236491e-03
329.00,-4.024895e+00,3.641103e-02,-9.986055e-04,1.235556e-03
329.50,-4.023415e+00,3.640432e-02,-9.983803e-04,1.234507e-03
330.00,-4.021943e+00,3.639765e-02,-9.981559e-04,1.233338e-03
330.50,-4.020469e+00,3.639100e-02,-9.979289e-04,1.231942e-03
331.00,-4.019022e+00,3.638443e-02,-9.977095e-04,1.230623e-03
331.50,-4.017574e+00,3.637788e-02,-9.974875e-04,1.229067e-03
332.00,-4.016133e+00,3.637137e-02,-9.972661e-04,1.227373e-03
332.50,-4.014700e+00,3.636490e-02,-9.970454e-04,1.225533e-03
333.00,-4.013276e+00,3.635847e-02,-9.968253e-04,1.223542e-03
333.50,-4.011859e+00,3.635208e-02,-9.966058e-04,1.221393e-03
334.00,-4.010450e+00,3.634573e-02,-9.963869e-04,1.219079e-03
334.50,-4.009050e+00,3.633942e-02,-9.961684e-04,1.216593e-03
335.00,-4.007657e+00,3.633315e-02,-9.959504e-04,1.213927e-03
335.50,-4.006263e+00,3.632691e-02,-9.957293e-04,1.210969e-03
336.00,-4.004898e+00,3.632075e-02,-9.955154e-04,1.208018e-03
336.50,-4.003530e+00,3.631461e-02,-9.952982e-04,1.204756e-03
337.00,-4.002172e+00,3.630852e-02,-9.950811e-04,1.201277e-03
337.50,-4.000822e+00,3.630247e-02,-9.948640e-04,1.197567e-03
338.00,-3.999481e+00,3.629647e-02,-9.946469e-04,1.193616e-03
338.50,-3.998149e+00,3.629052e-02,-9.944295e-04,1.189409e-03
339.00,-3.996826e+00,3.628461e-02,-9.942117e-04,1.184933e-03
339.50,-3.995513e+00,3.627876e-02,-9.939934e-04,1.180173e-03
340.00,-3.994209e+00,3.627295e-02,-9.937743e-04,1.175113e-03
340.50,-3.992915e+00,3.626720e-02,-9.935544e-04,1.169733e-03
341.00,-3.991631e+00,3.626149e-02,-9.933332e-04,1.164016e-03
341.50,-3.990358e+00,3.625585e-02,-9.931106e-04,1.157941e-03
342.00,-3.989095e+00,3.625026e-02,-9.928863e-04,1.151484e-03
342.50,-3.987844e+00,3.624473e-02,-9.926598e-04,1.144622e-03
343.00,-3.986604e+00,3.623926e-02,-9.924309e-04,1.137327e-03
343.50,-3.985377e+00,3.623385e-02,-9.921991e-04,1.129571e-03
344.00,-3.984162e+00,3.622851e-02,-9.919637e-04,1.121322e-03
344.50,-3.982960e+00,3.622323e-02,-9.917243e-04,1.112545e-03
345.00,-3.981773e+00,3.621803e-02,-9.914801e-04,1.103203e-03
345.50,-3.980600e+00,3.621291e-02,-9.912303e-04,1.093253e-03
346.00,-3.979444e+00,3.620786e-02,-9.909740e-04,1.082650e-03
346.50,-3.978304e+00,3.620290e-02,-9.907101e-04,1.071344e-03
347.00,-3.977182e+00,3.619803e-02,-9.904373e-04,1.059280e-03
347.50,-3.976080e+00,3.619325e-02,-9.901541e-04,1.046396e-03
348.00,-3.974999e+00,3.618858e-02,-9.898589e-04,1.032627e-03
348.50,-3.973941e+00,3.618401e-02,-9.895494e-04,1.017896e-03
349.00,-3.972907e+00,3.617956e-02,-9.892234e-04,1.002122e-03
349.50,-3.971902e+00,3.617524e-02,-9.888779e-04,9.852132e-04
350.00,-3.970927e+00,3.617106e-02,-9.885094e-04,9.670673e-04
