f, av, bv, cv, dv
188.50,2.445143e+00,1.936267e-03,-7.467704e-03,8.314555e-04
189.00,2.155338e+00,2.049040e-03,-6.744957e-03,7.840930e-04
189.50,1.924082e+00,2.118805e-03,-6.139584e-03,7.356825e-04
190.00,1.737000e+00,2.160770e-03,-5.630253e-03,6.893134e-04
190.50,1.583796e+00,2.184906e-03,-5.199555e-03,6.463666e-04
191.00,1.456962e+00,2.197728e-03,-4.833415e-03,6.073194e-04
191.50,1.350931e+00,2.203494e-03,-4.520495e-03,5.721845e-04
192.00,1.261515e+00,2.204987e-03,-4.251664e-03,5.407481e-04
192.50,1.185517e+00,2.204026e-03,-4.019555e-03,5.126994e-04
193.00,1.120468e+00,2.201796e-03,-3.818200e-03,4.876982e-04
193.50,1.064436e+00,2.199068e-03,-3.642746e-03,4.654104e-04
194.00,1.015894e+00,2.196334e-03,-3.489225e-03,4.455247e-04
194.50,9.736252e-01,2.193903e-03,-3.354379e-03,4.277594e-04
195.00,9.366466e-01,2.191963e-03,-3.235516e-03,4.118638e-04
195.50,9.041608e-01,2.190623e-03,-3.130400e-03,3.976172e-04
196.00,8.755148e-01,2.189934e-03,-3.037167e-03,3.848264e-04
196.50,8.501696e-01,2.189917e-03,-2.954251e-03,3.733228e-04
197.00,8.276776e-01,2.190567e-03,-2.880333e-03,3.629597e-04
197.50,8.076645e-01,2.191866e-03,-2.814294e-03,3.536091e-04
198.00,7.898156e-01,2.193789e-03,-2.755185e-03,3.451595e-04
198.50,7.738646e-01,2.196303e-03,-2.702191e-03,3.375135e-04
199.00,7.595850e-01,2.199375e-03,-2.654614e-03,3.305863e-04
199.50,7.467835e-01,2.202973e-03,-2.611854e-03,3.243033e-04
200.00,7.352938e-01,2.207061e-03,-2.573390e-03,3.185991e-04
200.50,7.249728e-01,2.211608e-03,-2.538768e-03,3.134164e-04
201.00,7.156963e-01,2.216583e-03,-2.507596e-03,3.087044e-04
201.50,7.073564e-01,2.221958e-03,-2.479528e-03,3.044184e-04
202.00,6.998590e-01,2.227705e-03,-2.454262e-03,3.005188e-04
202.50,6.931217e-01,2.233800e-03,-2.431531e-03,2.969705e-04
203.00,6.870719e-01,2.240219e-03,-2.411102e-03,2.937421e-04
203.50,6.816457e-01,2.246941e-03,-2.392764e-03,2.908057e-04
204.00,6.767867e-01,2.253947e-03,-2.376334e-03,2.881366e-04
204.50,6.724446e-01,2.261218e-03,-2.361647e-03,2.857123e-04
205.00,6.685750e-01,2.268737e-03,-2.348556e-03,2.835129e-04
205.50,6.651379e-01,2.276490e-03,-2.336929e-03,2.815204e-04
206.00,6.620979e-01,2.284461e-03,-2.326650e-03,2.797185e-04
206.50,6.594231e-01,2.292639e-03,-2.317611e-03,2.780927e-04
207.00,6.570849e-01,2.301012e-03,-2.309718e-03,2.766297e-04
207.50,6.550574e-01,2.309567e-03,-2.302884e-03,2.753176e-04
208.00,6.533174e-01,2.318296e-03,-2.297032e-03,2.741455e-04
208.50,6.518439e-01,2.327189e-03,-2.292091e-03,2.731035e-04
209.00,6.506177e-01,2.336238e-03,-2.287997e-03,2.721826e-04
209.50,6.496216e-01,2.345434e-03,-2.284692e-03,2.713746e-04
210.00,6.488399e-01,2.354770e-03,-2.282122e-03,2.706721e-04
210.50,6.482582e-01,2.364241e-03,-2.280239e-03,2.700681e-04
211.00,6.478634e-01,2.373838e-03,-2.278999e-03,2.695564e-04
211.50,6.476435e-01,2.383558e-03,-2.278362e-03,2.691313e-04
212.00,6.475877e-01,2.393394e-03,-2.278289e-03,2.687874e-04
212.50,6.476858e-01,2.403341e-03,-2.278748e-03,2.685199e-04
213.00,6.479286e-01,2.413396e-03,-2.279707e-03,2.683243e-04
213.50,6.483078e-01,2.423553e-03,-2.281136e-03,2.681965e-04
214.00,6.488154e-01,2.433810e-03,-2.283010e-03,2.681327e-04
214.50,6.494443e-01,2.444161e-03,-2.285303e-03,2.681293e-04
215.00,6.501878e-01,2.454605e-03,-2.287993e-03,2.681831e-04
215.50,6.510398e-01,2.465137e-03,-2.291059e-03,2.682910e-04
216.00,6.519946e-01,2.475754e-03,-2.294482e-03,2.684503e-04
216.50,6.530470e-01,2.486455e-03,-2.298243e-03,2.686583e-04
217.00,6.541920e-01,2.497237e-03,-2.302326e-03,2.689126e-04
217.50,6.554252e-01,2.508097e-03,-2.306715e-03,2.692111e-04
218.00,6.567423e-01,2.519032e-03,-2.311396e-03,2.695515e-04
218.50,6.581394e-01,2.530041e-03,-2.316355e-03,2.699320e-04
219.00,6.596128e-01,2.541123e-03,-2.321579e-03,2.703506e-04
219.50,6.611592e-01,2.552274e-03,-2.327058e-03,2.708058e-04
220.00,6.627754e-01,2.563494e-03,-2.332779e-03,2.712960e-04
220.50,6.644584e-01,2.574781e-03,-2.338734e-03,2.718196e-04
221.00,6.662054e-01,2.586133e-03,-2.344912e-03,2.723752e-04
221.50,6.680139e-01,2.597548e-03,-2.351304e-03,2.729616e-04
222.00,6.698815e-01,2.609027e-03,-2.357902e-03,2.735776e-04
222.50,6.718058e-01,2.620567e-03,-2.364698e-03,2.742219e-04
223.00,6.737847e-01,2.632167e-03,-2.371685e-03,2.748936e-04
223.50,6.758163e-01,2.643826e-03,-2.378856e-03,2.755917e-04
224.00,6.778987e-01,2.655544e-03,-2.386204e-03,2.763151e-04
224.50,6.800301e-01,2.667319e-03,-2.393724e-03,2.770630e-04
225.00,6.822089e-01,2.679150e-03,-2.401409e-03,2.778346e-04
225.50,6.844334e-01,2.691036e-03,-2.409254e-03,2.786290e-04
226.00,6.867024e-01,2.702977e-03,-2.417255e-03,2.794456e-04
226.50,6.890142e-01,2.714972e-03,-2.425406e-03,2.802837e-04
227.00,6.913678e-01,2.727021e-03,-2.433703e-03,2.811425e-04
227.50,6.937618e-01,2.739122e-03,-2.442141e-03,2.820215e-04
228.00,6.961951e-01,2.751274e-03,-2.450717e-03,2.829202e-04
228.50,6.986667e-01,2.763479e-03,-2.459427e-03,2.838378e-04
229.00,7.011754e-01,2.775734e-03,-2.468268e-03,2.847740e-04
229.50,7.037203e-01,2.788039e-03,-2.477235e-03,2.857282e-04
230.00,7.063006e-01,2.800394e-03,-2.486326e-03,2.867000e-04
230.50,7.089153e-01,2.812798e-03,-2.495538e-03,2.876889e-04
231.00,7.115637e-01,2.825252e-03,-2.504869e-03,2.886946e-04
231.50,7.142450e-01,2.837754e-03,-2.514314e-03,2.897166e-04
232.00,7.169584e-01,2.850304e-03,-2.523872e-03,2.907546e-04
232.50,7.197032e-01,2.862901e-03,-2.533541e-03,2.918083e-04
233.00,7.224789e-01,2.875547e-03,-2.543317e-03,2.928772e-04
233.50,7.252847e-01,2.888239e-03,-2.553200e-03,2.939611e-04
234.00,7.281202e-01,2.900978e-03,-2.563187e-03,2.950598e-04
234.50,7.309848e-01,2.913764e-03,-2.573276e-03,2.961728e-04
235.00,7.338778e-01,2.926596e-03,-2.583465e-03,2.973001e-04
235.50,7.367990e-01,2.939475e-03,-2.593753e-03,2.984413e-04
236.00,7.397477e-01,2.952399e-03,-2.604137e-03,2.995962e-04
236.50,7.427237e-01,2.965368e-03,-2.614618e-03,3.007645e-04
237.00,7.457263e-01,2.978383e-03,-2.625192e-03,3.019462e-04
237.50,7.487553e-01,2.991444e-03,-2.635859e-03,3.031409e-04
238.00,7.518103e-01,3.004549e-03,-2.646617e-03,3.043486e-04
238.50,7.548909e-01,3.017700e-03,-2.657465e-03,3.055689e-04
239.00,7.579968e-01,3.030895e-03,-2.668402e-03,3.068019e-04
239.50,7.611277e-01,3.044135e-03,-2.679428e-03,3.080473e-04
240.00,7.642834e-01,3.057420e-03,-2.690540e-03,3.093049e-04
240.50,7.674634e-01,3.070749e-03,-2.701738e-03,3.105748e-04
241.00,7.706676e-01,3.084122e-03,-2.713021e-03,3.118566e-04
241.50,7.738958e-01,3.097540e-03,-2.724388e-03,3.131504e-04
242.00,7.771476e-01,3.111002e-03,-2.735839e-03,3.144560e-04
242.50,7.804229e-01,3.124508e-03,-2.747372e-03,3.157733e-04
243.00,7.837215e-01,3.138058e-03,-2.758987e-03,3.171023e-04
243.50,7.870432e-01,3.151652e-03,-2.770684e-03,3.184428e-04
244.00,7.903878e-01,3.165290e-03,-2.782461e-03,3.197947e-04
244.50,7.937551e-01,3.178972e-03,-2.794319e-03,3.211581e-04
245.00,7.971451e-01,3.192699e-03,-2.806256e-03,3.225328e-04
245.50,8.005575e-01,3.206469e-03,-2.818272e-03,3.239187e-04
246.00,8.039922e-01,3.220282e-03,-2.830366e-03,3.253159e-04
246.50,8.074491e-01,3.234140e-03,-2.842539e-03,3.267243e-04
247.00,8.109282e-01,3.248042e-03,-2.854790e-03,3.281438e-04
247.50,8.144292e-01,3.261988e-03,-2.867119e-03,3.295744e-04
248.00,8.179522e-01,3.275977e-03,-2.879524e-03,3.310161e-04
248.50,8.214970e-01,3.290011e-03,-2.892007e-03,3.324689e-04
249.00,8.250635e-01,3.304089e-03,-2.904566e-03,3.339327e-04
249.50,8.286517e-01,3.318210e-03,-2.917201e-03,3.354075e-04
250.00,8.322616e-01,3.332376e-03,-2.929913e-03,3.368934e-04
250.50,8.358930e-01,3.346586e-03,-2.942701e-03,3.383903e-04
251.00,8.395460e-01,3.360840e-03,-2.955565e-03,3.398981e-04
251.50,8.432206e-01,3.375139e-03,-2.968505e-03,3.414171e-04
252.00,8.469166e-01,3.389482e-03,-2.981521e-03,3.429471e-04
252.50,8.506340e-01,3.403869e-03,-2.994612e-03,3.444881e-04
253.00,8.543730e-01,3.418301e-03,-3.007779e-03,3.460402e-04
253.50,8.581334e-01,3.432777e-03,-3.021022e-03,3.476034e-04
254.00,8.619153e-01,3.447299e-03,-3.034340e-03,3.491778e-04
254.50,8.657186e-01,3.461865e-03,-3.047735e-03,3.507633e-04
255.00,8.695435e-01,3.476476e-03,-3.061205e-03,3.523601e-04
255.50,8.733899e-01,3.491132e-03,-3.074751e-03,3.539681e-04
256.00,8.772578e-01,3.505834e-03,-3.088373e-03,3.555874e-04
256.50,8.811473e-01,3.520580e-03,-3.102071e-03,3.572181e-04
257.00,8.850584e-01,3.535373e-03,-3.115846e-03,3.588602e-04
257.50,8.889913e-01,3.550211e-03,-3.129697e-03,3.605138e-04
258.00,8.929458e-01,3.565094e-03,-3.143625e-03,3.621790e-04
258.50,8.969222e-01,3.580024e-03,-3.157630e-03,3.638558e-04
259.00,9.009205e-01,3.595000e-03,-3.171712e-03,3.655443e-04
259.50,9.049407e-01,3.610022e-03,-3.185872e-03,3.672446e-04
260.00,9.089830e-01,3.625091e-03,-3.200109e-03,3.689568e-04
260.50,9.130474e-01,3.640206e-03,-3.214425e-03,3.706810e-04
261.00,9.171340e-01,3.655368e-03,-3.228819e-03,3.724172e-04
261.50,9.212430e-01,3.670577e-03,-3.243292e-03,3.741656e-04
262.00,9.253744e-01,3.685834e-03,-3.257845e-03,3.759264e-04
262.50,9.295284e-01,3.701138e-03,-3.272477e-03,3.776995e-04
263.00,9.337050e-01,3.716490e-03,-3.287189e-03,3.794851e-04
263.50,9.379045e-01,3.731890e-03,-3.301982e-03,3.812835e-04
264.00,9.421269e-01,3.747339e-03,-3.316856e-03,3.830946e-04
264.50,9.463725e-01,3.762835e-03,-3.331812e-03,3.849186e-04
265.00,9.506413e-01,3.778381e-03,-3.346849e-03,3.867558e-04
265.50,9.549335e-01,3.793976e-03,-3.361970e-03,3.886061e-04
266.00,9.592494e-01,3.809620e-03,-3.377174e-03,3.904699e-04
266.50,9.635889e-01,3.825314e-03,-3.392462e-03,3.923472e-04
267.00,9.679525e-01,3.841058e-03,-3.407835e-03,3.942383e-04
267.50,9.723402e-01,3.856853e-03,-3.423293e-03,3.961433e-04
268.00,9.767522e-01,3.872698e-03,-3.438837e-03,3.980624e-04
268.50,9.811889e-01,3.888594e-03,-3.454469e-03,3.999958e-04
269.00,9.856503e-01,3.904542e-03,-3.470187e-03,4.019438e-04
269.50,9.901367e-01,3.920542e-03,-3.485995e-03,4.039065e-04
270.00,9.946484e-01,3.936593e-03,-3.501891e-03,4.058842e-04
270.50,9.991856e-01,3.952698e-03,-3.517878e-03,4.078771e-04
271.00,1.003749e+00,3.968856e-03,-3.533957e-03,4.098854e-04
271.50,1.008338e+00,3.985067e-03,-3.550127e-03,4.119095e-04
272.00,1.012953e+00,4.001333e-03,-3.566390e-03,4.139495e-04
272.50,1.017595e+00,4.017653e-03,-3.582748e-03,4.160059e-04
273.00,1.022264e+00,4.034028e-03,-3.599201e-03,4.180788e-04
273.50,1.026960e+00,4.050458e-03,-3.615751e-03,4.201686e-04
274.00,1.031684e+00,4.066945e-03,-3.632398e-03,4.222756e-04
274.50,1.036436e+00,4.083489e-03,-3.649145e-03,4.244001e-04
275.00,1.041216e+00,4.100090e-03,-3.665991e-03,4.265425e-04
275.50,1.046025e+00,4.116749e-03,-3.682940e-03,4.287032e-04
276.00,1.050863e+00,4.133467e-03,-3.699991e-03,4.308825e-04
276.50,1.055730e+00,4.150244e-03,-3.717147e-03,4.330809e-04
277.00,1.060628e+00,4.167081e-03,-3.734409e-03,4.352988e-04
277.50,1.065555e+00,4.183979e-03,-3.751779e-03,4.375365e-04
278.00,1.070514e+00,4.200939e-03,-3.769258e-03,4.397947e-04
278.50,1.075504e+00,4.217961e-03,-3.786848e-03,4.420737e-04
279.00,1.080526e+00,4.235047e-03,-3.804552e-03,4.443741e-04
279.50,1.085581e+00,4.252197e-03,-3.822370e-03,4.466965e-04
280.00,1.090668e+00,4.269412e-03,-3.840306e-03,4.490413e-04
280.50,1.095789e+00,4.286693e-03,-3.858360e-03,4.514092e-04
281.00,1.100945e+00,4.304042e-03,-3.876536e-03,4.538008e-04
281.50,1.106135e+00,4.321459e-03,-3.894836e-03,4.562168e-04
282.00,1.111361e+00,4.338946e-03,-3.913261e-03,4.586578e-04
282.50,1.116623e+00,4.356504e-03,-3.931815e-03,4.611246e-04
283.00,1.121922e+00,4.374133e-03,-3.950501e-03,4.636179e-04
283.50,1.127259e+00,4.391836e-03,-3.969321e-03,4.661386e-04
284.00,1.132635e+00,4.409614e-03,-3.988278e-03,4.686875e-04
284.50,1.138051e+00,4.427469e-03,-4.007375e-03,4.712655e-04
285.00,1.143507e+00,4.445401e-03,-4.026616e-03,4.738735e-04
285.50,1.149004e+00,4.463413e-03,-4.046004e-03,4.765126e-04
286.00,1.154544e+00,4.481507e-03,-4.065542e-03,4.791839e-04
286.50,1.160128e+00,4.499684e-03,-4.085236e-03,4.818884e-04
287.00,1.165756e+00,4.517947e-03,-4.105087e-03,4.846274e-04
287.50,1.171431e+00,4.536296e-03,-4.125102e-03,4.874021e-04
288.00,1.177153e+00,4.554736e-03,-4.145284e-03,4.902139e-04
288.50,1.182923e+00,4.573268e-03,-4.165639e-03,4.930642e-04
289.00,1.188744e+00,4.591895e-03,-4.186171e-03,4.959546e-04
289.50,1.194617e+00,4.610619e-03,-4.206886e-03,4.988866e-04
290.00,1.200542e+00,4.629443e-03,-4.227790e-03,5.018621e-04
290.50,1.206523e+00,4.648371e-03,-4.248889e-03,5.048829e-04
291.00,1.212561e+00,4.667405e-03,-4.270189e-03,5.079509e-04
291.50,1.218658e+00,4.686549e-03,-4.291698e-03,5.110683e-04
292.00,1.224816e+00,4.705808e-03,-4.313423e-03,5.142374e-04
292.50,1.231038e+00,4.725184e-03,-4.335371e-03,5.174605e-04
293.00,1.237325e+00,4.744683e-03,-4.357552e-03,5.207403e-04
293.50,1.243681e+00,4.764308e-03,-4.379974e-03,5.240796e-04
294.00,1.250108e+00,4.784065e-03,-4.402647e-03,5.274814e-04
294.50,1.256610e+00,4.803959e-03,-4.425582e-03,5.309490e-04
295.00,1.263189e+00,4.823996e-03,-4.448790e-03,5.344858e-04
295.50,1.269849e+00,4.844183e-03,-4.472283e-03,5.380956e-04
296.00,1.276594e+00,4.864524e-03,-4.496074e-03,5.417826e-04
296.50,1.283428e+00,4.885029e-03,-4.520177e-03,5.455511e-04
297.00,1.290356e+00,4.905704e-03,-4.544607e-03,5.494059e-04
297.50,1.297381e+00,4.926558e-03,-4.569381e-03,5.533523e-04
298.00,1.304511e+00,4.947601e-03,-4.594517e-03,5.573958e-04
298.50,1.311749e+00,4.968841e-03,-4.620034e-03,5.615428e-04
299.00,1.319103e+00,4.990291e-03,-4.645952e-03,5.657998e-04
299.50,1.326579e+00,5.011961e-03,-4.672296e-03,5.701742e-04
300.00,1.334184e+00,5.033865e-03,-4.699089e-03,5.746741e-04
300.50,1.341927e+00,5.056016e-03,-4.726359e-03,5.793082e-04
301.00,1.349817e+00,5.078430e-03,-4.754136e-03,5.840863e-04
301.50,1.357863e+00,5.101123e-03,-4.782452e-03,5.890189e-04
302.00,1.366076e+00,5.124115e-03,-4.811344e-03,5.941179e-04
302.50,1.374469e+00,5.147425e-03,-4.840850e-03,5.993960e-04
303.00,1.383054e+00,5.171075e-03,-4.871014e-03,6.048677e-04
303.50,1.391846e+00,5.195091e-03,-4.901884e-03,6.105487e-04
304.00,1.400861e+00,5.219498e-03,-4.933514e-03,6.164569e-04
304.50,1.410118e+00,5.244328e-03,-4.965961e-03,6.226117e-04
305.00,1.419638e+00,5.269613e-03,-4.999291e-03,6.290351e-04
305.50,1.429442e+00,5.295391e-03,-5.033577e-03,6.357516e-04
306.00,1.439557e+00,5.321701e-03,-5.068900e-03,6.427888e-04
306.50,1.450012e+00,5.348591e-03,-5.105350e-03,6.501774e-04
307.00,1.460840e+00,5.376110e-03,-5.143028e-03,6.579524e-04
307.50,1.472077e+00,5.404316e-03,-5.182047e-03,6.661530e-04
308.00,1.483767e+00,5.433271e-03,-5.222537e-03,6.748238e-04
308.50,1.495956e+00,5.463048e-03,-5.264639e-03,6.840155e-04
309.00,1.508702e+00,5.493724e-03,-5.308517e-03,6.937858e-04
309.50,1.522068e+00,5.525390e-03,-5.354353e-03,7.042005e-04
310.00,1.536126e+00,5.558144e-03,-5.402355e-03,7.153351e-04
310.50,1.550963e+00,5.592098e-03,-5.452757e-03,7.272764e-04
311.00,1.566678e+00,5.627376e-03,-5.505824e-03,7.401242e-04
311.50,1.583386e+00,5.664115e-03,-5.561858e-03,7.539941e-04
312.00,1.601223e+00,5.702469e-03,-5.621198e-03,7.690196e-04
312.50,1.620349e+00,5.742602e-03,-5.684227e-03,7.853559e-04
313.00,1.640954e+00,5.784695e-03,-5.751375e-03,8.031833e-04
313.50,1.663262e+00,5.828934e-03,-5.823119e-03,8.227115e-04
314.00,1.687543e+00,5.875504e-03,-5.899979e-03,8.441843e-04
314.50,1.714121e+00,5.924576e-03,-5.982514e-03,8.678841e-04
315.00,1.743384e+00,5.976269e-03,-6.071293e-03,8.941364e-04
315.50,1.775808e+00,6.030603e-03,-6.166853e-03,9.233111e-04
316.00,1.811972e+00,6.087394e-03,-6.269612e-03,9.558188e-04
316.50,1.852591e+00,6.146080e-03,-6.379719e-03,9.920947e-04
317.00,1.898565e+00,6.205405e-03,-6.496786e-03,1.032555e-03
317.50,1.951055e+00,6.262855e-03,-6.619440e-03,1.077497e-03
318.00,2.011642e+00,6.313668e-03,-6.744623e-03,1.126892e-03
318.50,2.082668e+00,6.349248e-03,-6.866656e-03,1.179945e-03
319.00,2.168059e+00,6.355035e-03,-6.976567e-03,1.234275e-03
319.50,2.275250e+00,6.309366e-03,-7.063950e-03,1.284588e-03
320.00,2.419093e+00,6.188416e-03,-7.128204e-03,1.321638e-03
320.50,2.626412e+00,5.982116e-03,-7.211720e-03,1.336003e-03
321.00,2.931130e+00,5.689287e-03,-7.450702e-03,1.336244e-03
321.50,3.354177e+00,5.221945e-03,-8.011953e-03,1.354555e-03
322.00,3.956708e+00,4.488149e-03,-8.879051e-03,1.343469e-03
322.50,4.846765e+00,3.381680e-03,-9.856364e-03,1.168822e-03
323.00,6.167391e+00,1.789618e-03,-1.078906e-02,6.698942e-04
323.50,8.137835e+00,-1.371708e-04,-1.163198e-02,-3.771262e-04
324.00,1.099877e+01,-1.648641e-03,-1.246771e-02,-2.226331e-03
324.50,1.463588e+01,-1.371257e-03,-1.351500e-02,-4.829800e-03
325.00,1.786105e+01,1.417762e-03,-1.554828e-02,-7.031526e-03
325.50,1.685284e+01,-1.370043e-05,-1.461639e-02,-6.384748e-03
326.00,1.338173e+01,-1.828817e-03,-1.348782e-02,-3.803725e-03
326.50,1.004500e+01,-1.261304e-03,-1.282204e-02,-1.416866e-03
327.00,7.603031e+00,5.906684e-04,-1.231022e-02,1.333569e-04
327.50,5.965242e+00,2.526477e-03,-1.179747e-02,9.824834e-04
328.00,4.879151e+00,4.052622e-03,-1.125433e-02,1.392609e-03
328.50,4.145853e+00,5.116402e-03,-1.071068e-02,1.559106e-03
329.00,3.637120e+00,5.813308e-03,-1.019974e-02,1.599451e-03
329.50,3.274181e+00,6.254366e-03,-9.741011e-03,1.578463e-03
330.00,3.008557e+00,6.527278e-03,-9.341180e-03,1.530407e-03
330.50,2.809792e+00,6.692958e-03,-8.999032e-03,1.472874e-03
331.00,2.658234e+00,6.791433e-03,-8.709475e-03,1.414598e-03
331.50,2.540842e+00,6.848360e-03,-8.466024e-03,1.359669e-03
332.00,2.448727e+00,6.880002e-03,-8.262101e-03,1.309780e-03
332.50,2.375676e+00,6.896615e-03,-8.091633e-03,1.265403e-03
333.00,2.317245e+00,6.904641e-03,-7.949253e-03,1.226411e-03
333.50,2.270188e+00,6.908081e-03,-7.830315e-03,1.192399e-03
334.00,2.232099e+00,6.909357e-03,-7.730852e-03,1.162851e-03
334.50,2.201189e+00,6.909880e-03,-7.647577e-03,1.137214e-03
335.00,2.176180e+00,6.910497e-03,-7.578061e-03,1.114959e-03
335.50,2.156252e+00,6.911931e-03,-7.521195e-03,1.095674e-03
336.00,2.140922e+00,6.914886e-03,-7.477614e-03,1.079247e-03
336.50,2.129721e+00,6.919496e-03,-7.448458e-03,1.065826e-03
337.00,2.122133e+00,6.925850e-03,-7.432408e-03,1.055098e-03
337.50,2.117537e+00,6.933919e-03,-7.425784e-03,1.046338e-03
338.00,2.115256e+00,6.943278e-03,-7.425452e-03,1.039097e-03
338.50,2.114788e+00,6.953740e-03,-7.429768e-03,1.033191e-03
339.00,2.115825e+00,6.965362e-03,-7.438026e-03,1.028523e-03
339.50,2.118183e+00,6.978242e-03,-7.449925e-03,1.025015e-03
340.00,2.121734e+00,6.992428e-03,-7.465286e-03,1.022586e-03
340.50,2.126386e+00,7.007916e-03,-7.483967e-03,1.021161e-03
341.00,2.132060e+00,7.024668e-03,-7.505827e-03,1.020665e-03
341.50,2.138694e+00,7.042633e-03,-7.530733e-03,1.021035e-03
342.00,2.146231e+00,7.061751e-03,-7.558559e-03,1.022212e-03
342.50,2.154624e+00,7.081969e-03,-7.589193e-03,1.024149e-03
343.00,2.163835e+00,7.103235e-03,-7.622536e-03,1.026802e-03
343.50,2.173831e+00,7.125507e-03,-7.658506e-03,1.030137e-03
344.00,2.184588e+00,7.148747e-03,-7.697038e-03,1.034125e-03
344.50,2.196085e+00,7.172925e-03,-7.738082e-03,1.038740e-03
345.00,2.208308e+00,7.198016e-03,-7.781603e-03,1.043966e-03
345.50,2.221249e+00,7.224001e-03,-7.827582e-03,1.049788e-03
346.00,2.234904e+00,7.250868e-03,-7.876015e-03,1.056196e-03
346.50,2.249273e+00,7.278608e-03,-7.926911e-03,1.063183e-03
347.00,2.264360e+00,7.307218e-03,-7.980294e-03,1.070749e-03
347.50,2.280176e+00,7.336700e-03,-8.036200e-03,1.078895e-03
348.00,2.296734e+00,7.367060e-03,-8.094679e-03,1.087625e-03
348.50,2.314050e+00,7.398308e-03,-8.155796e-03,1.096947e-03
349.00,2.332148e+00,7.430460e-03,-8.219628e-03,1.106874e-03
349.50,2.351052e+00,7.463533e-03,-8.286268e-03,1.117419e-03
350.00,2.370793e+00,7.497553e-03,-8.355821e-03,1.128602e-03
